"","dist_year","County","Male.Suspensions","Female.Suspensions","AsianSuspensions","BlackSuspensions","HispanicSuspensions","WhiteSuspensoins","OtherSuspensions","enroll_asian","enroll_black","enroll_hisp","enroll_white","enroll_other","enroll_female","enroll_male"
"286","63073_2013-14","Imperial",1142,343,"*","42",1355,"86",0,3,10,811,49,5,433,445
"287","63073_2014-15","Imperial",188,74,"*","7",249,"6",0,1,11,762,37,7,410,408
"288","63073_2016-17","Imperial",374,97,"0","6",444,"21",0,2,12,798,45,2,455,404
"289","63081_2011-12","Imperial",223,128,"4","12",311,"22",1,12,25,1554,201,16,914,894
"290","63115_2013-14","Imperial",240,72,"1","8",288,"15",0,57,50,3728,194,37,1952,2114
"291","63115_2014-15","Imperial",208,63,"0","4",256,"10",0,55,35,3806,191,19,1979,2127
"292","63115_2016-17","Imperial",151,83,"0","13",212,"9",0,40,37,3871,159,12,2028,2091
"293","63123_2011-12","Imperial",527,138,"0","13",615,"31",6,14,15,1127,63,14,598,635
"294","63123_2012-13","Imperial",352,87,"2","17",390,"15",15,12,12,1135,42,13,608,606
"295","63123_2013-14","Imperial",351,51,"2","4",380,"12",2,10,19,1180,39,9,634,623
"296","63123_2014-15","Imperial",420,117,"1","18",500,"11",6,6,17,1234,49,10,655,661
"297","63123_2015-16","Imperial",219,69,"0","4",268,"9",4,4,16,1273,61,10,656,708
"298","63123_2016-17","Imperial",114,43,"1","8",131,"8",7,6,14,1203,49,11,610,673
"299","63164_2011-12","Imperial",223,80,"0","4",209,"86",3,24,40,1295,335,16,835,875
"300","63164_2012-13","Imperial",205,93,"0","13",222,"59",3,24,39,1327,305,23,812,906
"301","63164_2013-14","Imperial",193,50,"1","5",179,"49",5,25,36,1364,298,23,831,915
"302","63164_2014-15","Imperial",121,28,"0","4",116,"27",2,23,34,1401,297,30,850,935
"303","63164_2015-16","Imperial",145,36,"0","3",153,"22",1,24,28,1509,301,34,895,1001
"304","63164_2016-17","Imperial",253,63,"1","6",252,"50",4,17,25,1552,294,41,910,1019
"305","63289_2011-12","Inyo",0,0,"*","*",0,"0",0,6,3,77,58,28,86,86
"306","63321_2011-12","Kern",4706,1550,"20","1545",3900,"601",190,36,497,4262,568,129,2624,2868
"307","63321_2012-13","Kern",3199,1034,"17","1061",2640,"382",133,33,498,4353,543,138,2664,2901
"308","63321_2013-14","Kern",2394,772,"16","714",2059,"309",68,39,485,4469,533,146,2780,2892
"309","63321_2014-15","Kern",1499,365,"8","402",1197,"185",72,45,463,4640,538,158,2900,2944
"310","63321_2015-16","Kern",1440,385,"2","452",1136,"163",72,58,469,4742,541,145,2979,2976
"311","63321_2016-17","Kern",865,233,"10","242",686,"118",42,54,460,4883,537,139,2991,3082
"312","63339_2011-12","Kern",110,27,"0","3",22,"97",14,3,11,107,198,15,163,171
"313","63339_2012-13","Kern",10,2,"0","1",4,"6",0,2,8,112,203,12,151,186
"314","63339_2013-14","Kern",209,68,"0","10",84,"168",11,1,6,115,173,14,151,158
"315","63339_2014-15","Kern",288,56,"*","17",72,"241",14,0,8,119,185,13,156,169
"316","63339_2015-16","Kern",347,97,"*","28",120,"261",35,1,9,134,168,21,161,172
"317","63339_2016-17","Kern",244,58,"*","21",75,"181",24,1,11,149,185,16,187,175
"318","63362_2011-12","Kern",2484,705,"66","942",1313,"803",65,260,431,1950,1088,143,1947,1925
"319","63362_2012-13","Kern",2378,687,"61","918",1291,"735",60,285,429,2019,1051,144,1974,1954
"320","63362_2013-14","Kern",1866,567,"41","639",1132,"543",78,307,418,2107,979,143,1913,2041
"321","63362_2014-15","Kern",1388,403,"35","545",787,"373",51,279,416,2075,982,147,1854,2045
"322","63362_2015-16","Kern",1081,238,"32","358",619,"270",40,327,409,2097,854,166,1875,1978
"323","63362_2016-17","Kern",964,231,"23","345",561,"225",41,356,397,2240,817,174,1947,2037
"324","63404_2011-12","Kern",79,11,"0","0",86,"0",4,13,8,1225,16,222,686,798
"325","63404_2012-13","Kern",341,77,"10","6",372,"5",25,16,5,1287,24,216,736,812
"326","63404_2013-14","Kern",680,121,"2","8",745,"16",29,12,7,1419,15,197,784,866
"327","63404_2014-15","Kern",208,48,"2","4",230,"3",17,13,6,1423,12,203,802,855
"328","63404_2015-16","Kern",284,55,"1","3",324,"3",8,11,8,1400,24,212,801,854
"329","63404_2016-17","Kern",186,39,"0","2",209,"6",8,13,3,1344,28,209,736,861
"330","63412_2015-16","Kern",98,41,"1","0",133,"1",4,34,19,3621,64,467,2052,2153
"331","63438_2011-12","Kern",142,32,"*","6",130,"33",2,1,5,205,46,4,122,139
"332","63438_2013-14","Kern",98,31,"*","20",82,"25",2,1,10,190,39,5,114,131
"333","63461_2011-12","Kern",265,80,"4","15",274,"43",9,13,11,435,36,12,232,275
"334","63461_2012-13","Kern",204,67,"4","24",209,"29",5,12,10,474,26,18,262,278
"335","63461_2013-14","Kern",166,51,"4","35",151,"24",3,9,13,454,19,21,256,260
"336","63461_2014-15","Kern",129,75,"3","28",137,"30",6,10,18,432,28,16,252,252
"337","63461_2015-16","Kern",229,54,"5","43",204,"28",3,8,20,453,33,7,252,269
"338","63461_2016-17","Kern",259,77,"6","42",245,"34",7,12,20,527,32,9,287,313
"339","63479_2011-12","Kern",199,49,"0","17",70,"150",11,19,29,255,384,71,358,400
"340","63479_2012-13","Kern",169,20,"0","9",54,"123",3,14,34,252,385,58,363,380
"341","63479_2013-14","Kern",125,51,"4","10",58,"94",10,17,25,261,351,55,338,371
"342","63479_2014-15","Kern",126,35,"0","8",52,"88",13,18,26,276,348,41,341,368
"343","63479_2015-16","Kern",87,26,"1","12",44,"47",9,19,16,274,310,53,354,318
"344","63479_2016-17","Kern",101,23,"1","14",45,"57",7,18,28,270,314,54,365,319
"345","63503_2011-12","Kern",2155,644,"30","606",1799,"305",55,40,159,1510,177,30,985,931
"346","63503_2013-14","Kern",899,280,"10","239",775,"129",26,32,160,1491,148,45,947,929
"347","63503_2015-16","Kern",700,202,"17","192",566,"99",23,39,140,1572,124,51,961,965
"348","63529_2011-12","Kern",0,0,"0","0",0,"0",0,936,2535,22767,9834,1433,18660,18845
"349","63529_2012-13","Kern",8225,4416,"109","1809",8170,"2193",360,930,2347,23004,9379,1410,18513,18557
"350","63529_2013-14","Kern",92,41,"1","34",42,"51",5,991,2329,23313,9190,1277,18332,18768
"351","63529_2014-15","Kern",5624,2607,"55","1327",4762,"1780",307,971,2230,23364,8922,1831,18386,18932
"352","63529_2015-16","Kern",4347,1769,"59","953",3669,"1212",223,1020,2265,24408,8700,1677,18661,19409
"353","63529_2016-17","Kern",3946,1851,"44","918",3542,"1118",175,1000,2279,25271,8464,1691,18931,19774
"354","63552_2011-12","Kern",127,31,"2","23",59,"68",6,23,23,145,99,17,167,140
"355","63552_2012-13","Kern",152,37,"2","41",68,"67",11,17,18,154,88,16,150,143
"356","63552_2013-14","Kern",126,27,"5","24",71,"43",10,13,15,157,88,12,132,153
"357","63552_2014-15","Kern",68,14,"2","17",40,"23",0,10,19,153,72,9,126,137
"358","63552_2015-16","Kern",78,4,"2","20",29,"29",2,10,18,165,80,10,146,137
"359","63552_2016-17","Kern",92,18,"1","31",38,"37",1,16,27,185,84,14,173,153
"360","63578_2011-12","Kern",274,29,"0","5",281,"16",0,1,2,600,34,1,310,328
"361","63628_2011-12","Kern",66,4,"0","0",8,"61",1,6,17,92,260,41,235,181
"362","63628_2012-13","Kern",45,1,"0","0",8,"38",0,22,102,290,684,84,622,560
"363","63628_2013-14","Kern",75,16,"0","0",14,"77",0,29,112,344,608,46,637,502
"364","63628_2014-15","Kern",108,30,"0","1",31,"104",2,34,118,347,607,47,645,508
"365","63628_2015-16","Kern",98,23,"0","0",11,"103",7,20,78,323,504,98,558,465
"366","63628_2016-17","Kern",54,9,"0","0",10,"52",1,31,151,560,837,192,944,827
"367","63677_2011-12","Kern",970,443,"12","708",318,"287",84,9,256,453,330,103,554,597
"368","63677_2012-13","Kern",691,262,"4","557",221,"148",19,5,285,458,312,66,549,577
"369","63677_2013-14","Kern",1044,303,"7","740",337,"201",52,4,297,457,304,78,543,597
"370","63677_2014-15","Kern",834,277,"1","606",260,"169",75,3,279,458,278,80,531,567
"371","63677_2015-16","Kern",872,326,"0","750",201,"179",68,5,287,442,250,62,497,549
"372","63685_2011-12","Kern",411,133,"11","114",123,"247",49,30,130,158,491,91,426,474
"373","63685_2012-13","Kern",206,44,"2","49",52,"123",23,19,79,185,442,156,434,447
"374","63685_2014-15","Kern",52,13,"1","12",14,"32",6,19,57,203,434,140,427,426
"375","63693_2011-12","Kern",0,0,"0","0",0,"0",0,32,12,245,456,104,430,419
"376","63693_2012-13","Kern",44,23,"0","3",11,"52",1,26,7,244,451,112,424,416
"377","63693_2013-14","Kern",165,45,"0","1",63,"131",15,29,9,257,483,101,442,437
"378","63693_2014-15","Kern",0,0,"0","0",0,"0",0,22,9,279,520,109,435,504
"379","63693_2015-16","Kern",0,0,"0","0",0,"0",0,16,10,290,511,107,432,502
"380","63693_2016-17","Kern",160,21,"9","6",31,"121",14,22,13,290,504,97,459,467
"381","63750_2011-12","Kern",150,26,"2","16",42,"109",7,39,53,310,878,52,647,685
"382","63750_2012-13","Kern",109,32,"0","10",38,"89",4,35,47,361,863,65,683,688
"383","63750_2013-14","Kern",212,30,"1","16",68,"148",9,46,42,368,807,64,652,675
"384","63750_2014-15","Kern",116,25,"1","21",35,"78",6,49,45,395,736,68,615,678
"385","63750_2015-16","Kern",155,14,"3","13",42,"105",5,39,40,397,730,88,624,670
"386","63750_2016-17","Kern",156,25,"0","13",45,"111",12,48,45,415,708,95,637,674
"387","63768_2012-13","Kern",0,0,"0","0",0,"0",0,10,24,151,119,32,180,156
"388","63768_2013-14","Kern",23,1,"0","1",23,"0",0,11,46,164,122,28,217,154
"389","63776_2011-12","Kern",135,40,"2","34",65,"59",15,5,133,703,478,86,687,718
"390","63776_2012-13","Kern",271,92,"1","72",149,"109",32,8,126,692,417,122,637,728
"391","63776_2013-14","Kern",529,155,"1","174",236,"223",49,9,164,685,402,92,645,707
"392","63776_2014-15","Kern",325,125,"2","97",203,"121",27,13,155,676,387,80,636,675
"393","63776_2015-16","Kern",305,110,"3","99",172,"123",18,13,144,714,405,77,687,666
"394","63776_2016-17","Kern",421,114,"1","168",172,"164",30,8,151,763,452,64,734,704
"395","63792_2013-14","Kern",424,113,"1","8",90,"402",36,1,4,124,454,20,299,304
"396","63792_2015-16","Kern",408,102,"4","6",119,"357",24,1,6,152,441,17,305,312
"397","63800_2011-12","Kern",410,74,"0","6",128,"332",18,2,5,199,245,25,232,244
"398","63800_2012-13","Kern",245,36,"2","1",87,"184",6,2,4,193,229,17,218,227
"399","63800_2013-14","Kern",213,63,"7","0",105,"155",9,3,3,184,207,19,192,224
"400","63800_2014-15","Kern",144,29,"0","0",53,"118",2,4,2,201,187,13,206,201
"401","63800_2015-16","Kern",158,37,"0","3",64,"122",6,3,2,200,190,11,212,194
"402","63800_2016-17","Kern",175,34,"0","2",76,"117",12,1,4,227,209,17,228,230
"403","63826_2011-12","Kern",455,65,"3","31",185,"279",19,29,40,585,1479,52,995,1190
"404","63826_2013-14","Kern",208,49,"0","11",105,"137",4,27,34,584,1335,55,946,1089
"405","63826_2014-15","Kern",337,56,"3","23",135,"225",7,25,37,581,1320,38,940,1061
"406","63826_2016-17","Kern",215,52,"1","28",76,"158",4,30,40,622,1267,41,934,1066
"407","63842_2015-16","Kern",92,17,"0","4",85,"18",2,3,20,694,26,10,343,410
"408","63842_2016-17","Kern",88,18,"0","14",91,"1",0,4,20,701,20,2,369,378
"409","63859_2014-15","Kern",68,12,"*","4",70,"6",0,5,40,1593,96,13,863,884
"410","63875_2011-12","Kings",148,34,"0","22",126,"23",11,17,85,528,406,73,542,567
"411","63875_2012-13","Kings",0,0,"0","0",0,"0",0,30,55,531,397,54,561,506
"412","63875_2013-14","Kings",123,24,"0","13",112,"20",2,20,42,439,338,40,449,430
"413","63875_2014-15","Kings",99,24,"0","23",79,"12",9,6,41,429,333,35,438,406
"414","63875_2015-16","Kings",93,47,"0","11",108,"18",3,9,21,350,257,54,366,325
"415","63875_2016-17","Kings",87,20,"0","11",80,"15",1,9,28,339,219,44,374,265
"416","63883_2011-12","Kings",93,28,"1","7",47,"24",42,7,24,120,104,91,162,184
"417","63883_2012-13","Kings",78,33,"3","6",46,"19",37,6,23,105,105,92,156,175
"418","63883_2013-14","Kings",83,37,"0","0",26,"28",66,9,18,120,100,72,144,175
"419","63883_2014-15","Kings",68,20,"0","6",24,"20",38,10,21,108,111,66,155,161
"420","63883_2015-16","Kings",60,14,"0","6",19,"27",22,7,24,122,97,64,161,153
"421","63883_2016-17","Kings",109,19,"0","12",41,"41",34,4,24,125,95,59,161,146
"422","63891_2013-14","Kings",382,155,"*","43",467,"26",0,4,54,1223,130,15,703,723
"423","63891_2014-15","Kings",411,71,"*","44",407,"26",0,3,45,1211,106,12,660,717
"424","63891_2015-16","Kings",310,77,"*","43",322,"20",0,3,46,1216,105,7,673,704
"425","63917_2011-12","Kings",315,60,"1","51",227,"91",5,10,89,779,244,20,600,542
"426","63917_2012-13","Kings",589,132,"3","101",413,"167",33,11,91,783,240,22,588,559
"427","63917_2013-14","Kings",490,116,"3","86",371,"119",27,13,96,803,208,24,569,575
"428","63917_2014-15","Kings",539,117,"1","66",411,"147",24,12,84,835,230,29,570,620
"429","63917_2015-16","Kings",373,100,"0","61",289,"94",29,14,63,850,238,28,563,630
"430","63917_2016-17","Kings",319,79,"2","53",247,"72",24,13,57,890,200,39,580,619
"431","63925_2011-12","Kings",277,129,"1","59",234,"105",7,81,224,2158,1213,127,1941,1862
"432","63925_2012-13","Kings",171,61,"2","22",131,"73",4,87,230,2223,1218,134,1962,1930
"433","63925_2013-14","Kings",112,33,"0","15",90,"39",1,68,234,2242,1162,121,1934,1893
"434","63925_2014-15","Kings",275,115,"3","59",256,"66",5,64,224,2352,1095,110,1904,1941
"435","63958_2016-17","Kings",3,1,"*","0",2,"1",0,2,12,391,113,21,291,248
"436","63974_2016-17","Kings",198,57,"9","45",131,"58",12,5,42,481,147,64,339,400
"437","63982_2011-12","Kings",332,168,"1","63",265,"128",43,30,160,1059,781,224,1096,1158
"438","63982_2016-17","Kings",326,176,"0","30",326,"81",64,38,130,1208,573,235,1110,1074
"439","63990_2011-12","Kings",48,17,"1","9",24,"26",5,18,14,151,203,28,196,218
"440","63990_2012-13","Kings",54,7,"0","4",29,"24",4,16,16,154,187,26,185,214
"441","63990_2013-14","Kings",21,7,"1","4",10,"11",2,19,20,159,163,26,187,200
"442","63990_2014-15","Kings",56,21,"1","2",39,"27",8,17,16,156,151,24,192,172
"443","63990_2015-16","Kings",54,3,"1","12",23,"18",3,13,18,143,149,23,175,171
"444","64014_2011-12","Lake",94,35,"0","1",28,"88",12,7,9,292,496,51,419,436
"445","64014_2012-13","Lake",174,25,"1","6",35,"121",35,7,11,289,496,54,419,438
"446","64014_2013-14","Lake",167,37,"0","12",49,"107",36,7,11,302,452,47,408,411
"447","64014_2014-15","Lake",116,23,"0","4",32,"85",18,6,7,309,420,57,400,399
"448","64014_2015-16","Lake",109,21,"0","2",43,"64",21,10,9,327,392,63,410,391
"449","64014_2016-17","Lake",61,30,"*","3",22,"48",15,6,10,340,387,69,402,410
"450","64022_2011-12","Lake",1630,598,"4","136",471,"1314",293,9,63,380,808,144,683,721
"451","64022_2012-13","Lake",957,244,"5","83",264,"691",153,11,58,391,744,160,655,709
"452","64022_2013-14","Lake",698,160,"5","54",199,"478",120,7,61,417,695,154,624,710
"453","64022_2014-15","Lake",459,134,"1","35",159,"309",87,9,47,457,661,156,633,697
"454","64022_2015-16","Lake",678,153,"2","37",238,"440",113,7,47,533,651,147,667,718
"455","64022_2016-17","Lake",629,192,"0","31",260,"414",115,5,52,577,647,145,686,740
"456","64030_2011-12","Lake",179,50,"1","6",51,"110",54,6,12,174,472,111,344,431
"457","64030_2012-13","Lake",160,41,"0","0",46,"80",75,8,7,171,445,94,329,396
"458","64030_2013-14","Lake",138,39,"1","6",42,"75",52,8,8,176,407,89,327,361
"459","64030_2014-15","Lake",80,31,"0","6",17,"69",18,9,8,181,403,89,342,348
"460","64030_2015-16","Lake",128,28,"0","4",31,"85",33,8,7,175,396,101,336,351
"461","64030_2016-17","Lake",143,24,"0","2",42,"80",43,9,12,191,361,102,319,356
"462","64048_2012-13","Lake",41,16,"*","4",15,"31",7,1,0,10,33,7,26,25
"463","64055_2011-12","Lake",49,15,"*","0",12,"45",6,6,7,164,583,50,394,416
"464","64055_2012-13","Lake",95,35,"*","9",21,"96",3,5,5,155,572,43,384,396
"465","64055_2013-14","Lake",160,53,"*","6",45,"147",14,4,5,151,541,46,364,383
"466","64055_2014-15","Lake",148,62,"*","*",42,"148",19,3,6,168,562,53,394,398
"467","64055_2015-16","Lake",43,16,"*","*",12,"39",8,5,6,179,567,59,419,397
"468","64055_2016-17","Lake",52,18,"*","*",14,"50",5,6,2,184,599,60,436,415
"469","64071_2013-14","Lake",36,15,"*","*",10,"27",11,3,1,83,176,47,150,160
"470","64139_2012-13","Lassen",114,70,"2","7",39,"124",8,8,18,147,729,79,495,486
"471","64139_2013-14","Lassen",219,84,"*","16",36,"214",33,10,14,139,691,84,468,470
"472","64139_2016-17","Lassen",152,57,"*","6",40,"121",38,8,19,123,562,94,388,418
"473","64162_2013-14","Lassen",0,0,"0","0",0,"0",0,2,10,43,297,27,180,199
"474","64162_2015-16","Lassen",1,0,"*","0",0,"1",0,4,5,44,255,31,186,153
"475","64162_2016-17","Lassen",4,0,"*","*",0,"4",0,3,4,50,241,36,177,157
"476","64196_2011-12","Lassen",80,21,"3","10",16,"49",22,4,8,36,155,36,129,110
"477","64196_2012-13","Lassen",113,29,"0","10",20,"84",28,3,5,30,140,38,105,111
"478","64196_2013-14","Lassen",95,19,"1","2",20,"53",37,5,4,29,106,44,94,94
"479","64196_2014-15","Lassen",51,14,"2","2",8,"37",16,5,3,33,93,37,93,78
"480","64196_2015-16","Lassen",65,14,"0","2",12,"55",10,5,4,31,98,28,84,82
"481","64196_2016-17","Lassen",114,20,"0","2",16,"71",44,3,3,44,106,49,100,105
"482","64212_2011-12","Los Angeles",1289,301,"105","300",960,"127",98,2893,1045,4066,743,1403,4929,5221
"483","64212_2012-13","Los Angeles",866,289,"76","229",685,"85",80,2809,1006,4210,706,1446,4941,5236
"484","64212_2013-14","Los Angeles",444,124,"46","94",336,"50",42,2750,963,4143,659,1458,4881,5092
"485","64212_2014-15","Los Angeles",513,147,"60","139",358,"47",56,2662,979,4263,648,1495,4970,5077
"486","64212_2015-16","Los Angeles",490,125,"29","100",401,"41",44,2578,959,4315,644,1529,4962,5063
"487","64212_2016-17","Los Angeles",404,99,"26","126",285,"38",28,2585,932,4317,616,1552,4952,5050
"488","64246_2011-12","Los Angeles",6071,2729,"19","3906",3490,"1098",287,362,4784,13990,5064,1337,12556,12981
"489","64246_2012-13","Los Angeles",5156,2068,"25","2996",3129,"749",325,370,4636,13158,4934,1718,12088,12728
"490","64246_2013-14","Los Angeles",4559,1693,"24","2659",2671,"613",285,417,4560,13373,4785,1333,11888,12580
"491","64246_2014-15","Los Angeles",3443,1375,"8","2290",1933,"391",196,387,4494,14496,3979,1263,11921,12698
"492","64246_2015-16","Los Angeles",2684,1289,"14","1938",1519,"234",268,334,4319,14480,3608,1386,11679,12448
"493","64246_2016-17","Los Angeles",2738,1311,"11","1875",1643,"264",256,314,4209,14653,3260,1469,11580,12325
"494","64261_2011-12","Los Angeles",0,0,"0","0",0,"0",0,3443,90,697,855,167,2567,2685
"495","64261_2012-13","Los Angeles",50,5,"26","3",13,"10",3,3360,97,721,818,177,2539,2634
"496","64261_2013-14","Los Angeles",59,10,"34","9",15,"9",2,3349,90,710,787,202,2551,2587
"497","64261_2014-15","Los Angeles",37,5,"13","2",18,"9",0,3256,98,735,760,205,2502,2552
"498","64261_2015-16","Los Angeles",18,0,"12","0",4,"2",0,3228,109,748,702,236,2460,2563
"499","64261_2016-17","Los Angeles",149,42,"85","17",52,"25",10,3186,103,713,702,253,2445,2512
"500","64279_2011-12","Los Angeles",844,232,"0","42",972,"47",12,46,48,4201,189,122,2279,2327
"501","64279_2012-13","Los Angeles",501,121,"2","16",560,"37",6,40,50,4074,178,109,2166,2285
"502","64279_2013-14","Los Angeles",237,58,"1","8",271,"10",5,39,46,3927,179,92,2083,2200
"503","64279_2014-15","Los Angeles",129,24,"0","7",136,"7",3,38,44,3852,179,107,2024,2196
"504","64279_2015-16","Los Angeles",144,21,"0","16",135,"9",5,34,55,3760,141,90,1932,2148
"505","64279_2016-17","Los Angeles",214,65,"1","11",249,"13",5,43,58,3702,135,76,1895,2119
"506","64287_2011-12","Los Angeles",1001,311,"8","14",1220,"64",6,372,646,9207,524,319,5701,5367
"507","64287_2012-13","Los Angeles",1191,377,"10","49",1462,"31",14,384,583,9130,461,339,5540,5357
"508","64287_2013-14","Los Angeles",675,234,"10","11",878,"7",3,369,598,9137,509,373,5667,5319
"509","64287_2014-15","Los Angeles",766,261,"5","15",984,"17",6,377,555,8701,569,356,5440,5118
"510","64287_2015-16","Los Angeles",462,217,"6","10",650,"11",2,405,594,8932,550,404,5527,5358
"511","64287_2016-17","Los Angeles",581,261,"5","29",781,"20",7,421,527,7910,514,1108,5373,5107
"512","64295_2011-12","Los Angeles",0,0,"0","0",0,"0",0,38,23,1801,28,25,983,932
"513","64295_2013-14","Los Angeles",218,56,"2","2",262,"6",2,44,12,1727,27,22,926,906
"514","64295_2014-15","Los Angeles",118,48,"1","2",162,"0",0,40,11,1701,25,24,878,923
"515","64295_2015-16","Los Angeles",108,43,"4","2",144,"1",0,49,9,1642,21,25,861,885
"516","64303_2011-12","Los Angeles",1670,699,"17","663",1335,"217",137,254,1042,3954,896,633,3257,3522
"517","64303_2012-13","Los Angeles",1218,533,"15","455",1003,"164",114,249,986,3970,837,635,3188,3489
"518","64303_2013-14","Los Angeles",845,350,"4","359",667,"116",49,241,933,3809,741,610,3006,3328
"519","64303_2014-15","Los Angeles",971,409,"10","366",841,"107",56,233,894,3857,693,552,2981,3248
"520","64303_2015-16","Los Angeles",1098,383,"14","398",884,"113",71,229,841,3742,652,501,2820,3145
"521","64303_2016-17","Los Angeles",716,187,"13","268",519,"69",34,229,755,3717,606,472,2713,3066
"522","64311_2013-14","Los Angeles",83,14,"13","11",11,"56",3,323,107,159,1829,58,1206,1270
"523","64311_2014-15","Los Angeles",99,19,"16","10",7,"80",5,311,95,174,1683,71,1134,1200
"524","64311_2015-16","Los Angeles",102,26,"11","11",4,"90",11,295,71,155,1647,71,1069,1170
"525","64311_2016-17","Los Angeles",171,27,"9","14",13,"149",10,257,58,163,1582,90,1021,1129
"526","64329_2011-12","Los Angeles",1284,402,"28","206",879,"422",151,207,208,2292,1859,483,2506,2543
"527","64329_2012-13","Los Angeles",1118,298,"17","234",721,"371",73,222,181,2308,1756,478,2400,2545
"528","64329_2013-14","Los Angeles",806,166,"17","165",537,"192",61,213,178,2420,1661,515,2394,2593
"529","64329_2014-15","Los Angeles",697,142,"14","137",462,"182",44,246,181,2516,1602,521,2433,2633
