"","dist_year","enroll_asian","enroll_black","enroll_hisp","enroll_white","enroll_other","enroll_female","enroll_male"
"2859","68031_2013-14",46,28,307,1240,91,872,840
"2860","68031_2014-15",50,38,350,1229,107,891,883
"2861","68031_2015-16",58,33,338,1214,111,892,862
"2862","68031_2016-17",60,28,343,1145,121,864,833
"2863","68049_2011-12",44,123,430,369,63,539,490
"2864","68049_2012-13",34,125,491,418,70,616,522
"2865","68049_2013-14",35,147,608,473,92,687,668
"2866","68049_2014-15",37,145,691,522,131,768,758
"2867","68049_2015-16",54,177,903,719,193,1016,1030
"2868","68049_2016-17",56,209,1159,973,295,1333,1359
"2869","68056_2011-12",0,0,0,0,0,0,0
"2870","68056_2012-13",0,0,0,0,0,0,0
"2871","68056_2013-14",0,0,0,0,0,0,0
"2872","68056_2014-15",0,0,0,0,0,0,0
"2873","68056_2015-16",0,0,0,0,0,0,0
"2874","68056_2016-17",0,0,0,0,0,0,0
"2875","68080_2011-12",0,0,0,0,0,0,0
"2876","68080_2012-13",0,0,0,0,0,0,0
"2877","68080_2013-14",0,0,0,0,0,0,0
"2878","68080_2014-15",0,0,0,0,0,0,0
"2879","68080_2015-16",0,0,0,0,0,0,0
"2880","68080_2016-17",0,0,0,0,0,0,0
"2881","68098_2011-12",105,94,2542,1010,335,1959,2127
"2882","68098_2012-13",129,83,2682,918,381,2031,2162
"2883","68098_2013-14",131,113,2896,912,230,2124,2158
"2884","68098_2014-15",123,128,2893,866,159,2051,2118
"2885","68098_2015-16",109,77,2835,865,249,2031,2104
"2886","68098_2016-17",108,71,2902,853,261,2067,2128
"2887","68100_2012-13",1,16,28,6,1,19,33
"2888","68100_2013-14",4,47,50,24,6,64,67
"2889","68100_2014-15",2,52,67,25,8,66,88
"2890","68100_2015-16",1,48,55,21,22,80,67
"2891","68106_2011-12",266,236,5476,2940,394,4610,4702
"2892","68106_2012-13",266,241,5472,2854,361,4594,4600
"2893","68106_2013-14",278,211,5617,2830,367,4652,4651
"2894","68106_2014-15",276,218,5823,2705,420,4647,4795
"2895","68106_2015-16",284,230,5907,2676,470,4720,4847
"2896","68106_2016-17",288,214,6028,2592,456,4657,4921
"2897","68114_2011-12",12,39,623,450,41,580,585
"2898","68114_2012-13",8,37,654,398,52,580,569
"2899","68114_2013-14",6,31,606,326,53,463,559
"2900","68114_2014-15",6,28,594,296,37,453,508
"2901","68114_2015-16",6,23,608,295,44,454,522
"2902","68114_2016-17",8,28,625,294,35,449,541
"2903","68122_2011-12",31,65,1611,985,174,1358,1508
"2904","68122_2012-13",31,50,1542,987,150,1317,1443
"2905","68122_2013-14",26,41,1522,904,141,1275,1359
"2906","68122_2014-15",23,36,1465,816,99,1175,1264
"2907","68122_2015-16",21,45,1425,713,108,1116,1196
"2908","68122_2016-17",15,44,1453,655,97,1069,1195
"2909","68130_2011-12",424,1689,7761,11483,2317,11494,12180
"2910","68130_2012-13",353,1582,7774,10870,2385,11110,11854
"2911","68130_2013-14",370,1622,7842,10425,2296,10865,11690
"2912","68130_2014-15",389,1623,7889,10067,2252,10745,11475
"2913","68130_2015-16",446,1580,8172,9498,2164,10516,11344
"2914","68130_2016-17",479,1477,8403,9249,2101,10475,11234
"2915","68155_2011-12",8,16,174,183,17,218,180
"2916","68155_2012-13",7,9,180,191,22,209,200
"2917","68155_2013-14",8,9,156,144,15,163,169
"2918","68155_2014-15",7,8,140,131,15,158,143
"2919","68155_2015-16",5,10,117,122,15,141,128
"2920","68155_2016-17",6,4,107,116,18,111,140
"2921","68163_2011-12",20,53,330,757,62,660,562
"2922","68163_2012-13",16,83,401,887,56,771,672
"2923","68163_2013-14",19,117,560,990,87,941,832
"2924","68163_2014-15",38,130,755,1051,141,1110,1005
"2925","68163_2015-16",33,79,646,972,209,1009,930
"2926","68163_2016-17",27,77,738,1011,250,1068,1035
"2927","68171_2011-12",2,1,39,109,24,88,87
"2928","68189_2011-12",15,33,439,942,100,784,745
"2929","68189_2012-13",29,46,390,977,114,798,758
"2930","68189_2013-14",38,58,404,942,107,813,736
"2931","68189_2014-15",49,55,388,891,92,793,682
"2932","68189_2015-16",42,51,411,887,113,799,705
"2933","68189_2016-17",39,64,425,879,111,778,740
"2934","68197_2011-12",70,317,1233,835,217,1296,1376
"2935","68197_2012-13",70,291,1208,754,256,1253,1326
"2936","68197_2013-14",63,280,1216,680,244,1187,1296
"2937","68197_2014-15",68,243,1232,684,233,1180,1280
"2938","68197_2015-16",68,227,1246,661,241,1184,1259
"2939","68197_2016-17",72,257,1246,729,271,1254,1321
"2940","68205_2011-12",25,142,411,86,52,361,355
"2941","68205_2012-13",17,151,445,88,84,408,377
"2942","68205_2013-14",25,151,490,95,86,407,440
"2943","68205_2014-15",26,133,531,70,66,379,447
"2944","68205_2015-16",19,133,523,74,62,392,419
"2945","68205_2016-17",26,140,522,87,85,452,408
"2946","68213_2011-12",16,53,600,636,111,655,761
"2947","68213_2012-13",18,75,614,664,103,706,768
"2948","68213_2013-14",44,77,668,770,122,870,811
"2949","68213_2014-15",37,92,763,791,207,984,906
"2950","68213_2015-16",25,83,679,588,134,760,749
"2951","68213_2016-17",18,46,765,520,135,737,747
"2952","68221_2011-12",0,3,48,2,4,28,29
"2953","68221_2012-13",0,3,45,0,3,29,22
"2954","68221_2013-14",0,2,45,0,1,30,18
"2955","68221_2014-15",0,2,48,0,0,23,27
"2956","68221_2015-16",0,2,92,1,4,47,52
"2957","68221_2016-17",0,1,103,2,2,48,60
"2958","68296_2011-12",2802,483,2052,9151,1772,7817,8443
"2959","68296_2012-13",2907,488,2166,8871,1918,7858,8492
"2960","68296_2013-14",2986,466,2239,8691,2006,7807,8581
"2961","68296_2014-15",3064,468,2217,8511,2106,7785,8581
"2962","68296_2015-16",3237,456,2298,8315,2236,7907,8635
"2963","68296_2016-17",3409,465,2360,8208,2258,7976,8724
"2964","68304_2011-12",25,35,912,1992,165,1485,1644
"2965","68304_2012-13",21,33,914,1904,119,1422,1569
"2966","68304_2013-14",17,30,940,1810,105,1388,1514
"2967","68304_2014-15",20,42,957,1709,99,1339,1488
"2968","68304_2015-16",20,44,935,1621,100,1286,1434
"2969","68304_2016-17",20,29,945,1552,125,1288,1383
"2970","68312_2011-12",9,2,19,133,0,79,84
"2971","68312_2012-13",10,3,21,143,3,91,89
"2972","68312_2013-14",12,3,20,145,7,97,90
"2973","68312_2014-15",9,4,18,130,6,75,92
"2974","68312_2015-16",9,1,18,121,2,70,81
"2975","68312_2016-17",11,1,16,123,5,76,80
"2976","68338_2011-12",5133,6776,26773,13746,6703,28861,30270
"2977","68338_2012-13",5063,6177,26867,13298,6707,28368,29744
"2978","68338_2013-14",5009,5687,26978,13018,6955,28175,29472
"2979","68338_2014-15",4967,5418,26942,12922,6825,27887,29187
"2980","68338_2015-16",4923,5135,27165,12846,7070,27846,29293
"2981","68338_2016-17",4901,4883,27047,12529,7368,27611,29117
"2982","68346_2011-12",1825,130,1624,8669,237,6054,6431
"2983","68346_2012-13",1855,124,1597,8513,276,6026,6339
"2984","68346_2013-14",1914,116,1635,8481,351,6117,6380
"2985","68346_2014-15",2003,109,1630,8514,389,6158,6487
"2986","68346_2015-16",2022,106,1671,8460,467,6122,6604
"2987","68346_2016-17",2107,98,1730,8485,531,6273,6678
"2988","68353_2011-12",4,4,31,74,8,73,48
"2989","68353_2012-13",2,4,32,83,12,71,62
"2990","68353_2013-14",2,6,33,92,9,63,79
"2991","68353_2014-15",3,3,29,102,10,75,72
"2992","68353_2015-16",5,1,32,94,10,72,70
"2993","68353_2016-17",4,2,37,77,6,64,62
"2994","68361_2011-12",21,25,379,918,175,729,789
"2995","68361_2012-13",18,21,392,859,198,717,771
"2996","68361_2013-14",19,17,349,796,172,669,684
"2997","68361_2014-15",24,20,361,762,187,658,696
"2998","68361_2015-16",28,16,381,764,187,685,691
"2999","68361_2016-17",25,17,385,734,193,671,683
"3000","68379_2011-12",9,27,1086,25,59,576,630
"3001","68379_2012-13",7,32,1024,25,51,549,590
"3002","68379_2013-14",6,31,1050,20,53,552,608
"3003","68379_2014-15",4,23,968,18,45,487,571
"3004","68379_2015-16",8,26,926,21,48,503,526
"3005","68379_2016-17",9,24,935,17,56,502,539
"3006","68387_2011-12",0,0,0,0,0,0,0
"3007","68387_2012-13",0,0,0,0,0,0,0
"3008","68387_2013-14",0,0,0,0,0,0,0
"3009","68387_2014-15",0,0,0,0,0,0,0
"3010","68387_2015-16",0,0,0,0,0,0,0
"3011","68387_2016-17",0,0,0,0,0,0,0
"3012","68395_2011-12",0,2,99,5,2,67,41
"3013","68395_2012-13",5,3,138,30,4,89,91
"3014","68395_2013-14",6,8,162,46,7,115,114
"3015","68395_2014-15",2,5,172,55,13,143,104
"3016","68395_2015-16",1,7,169,57,16,140,110
"3017","68395_2016-17",1,10,177,46,12,132,114
"3018","68403_2011-12",58,140,282,895,204,839,740
"3019","68403_2012-13",83,158,360,1132,172,1030,875
"3020","68403_2013-14",67,151,458,1014,113,962,841
"3021","68403_2014-15",81,179,526,968,102,1051,805
"3022","68403_2015-16",48,126,502,760,220,921,735
"3023","68403_2016-17",48,119,459,645,186,804,653
"3024","68411_2011-12",695,1344,30171,3387,5022,19426,21193
"3025","68411_2012-13",696,1318,30437,3188,5122,19479,21282
"3026","68411_2013-14",579,1153,30697,2591,5465,19482,21003
"3027","68411_2014-15",571,1136,30860,2438,5413,19486,20932
"3028","68411_2015-16",563,1101,30864,2346,5443,19450,20867
"3029","68411_2016-17",552,1048,30539,2289,5424,19300,20552
"3030","68437_2011-12",5,9,68,60,6,77,71
"3031","68437_2012-13",3,6,75,51,5,84,56
"3032","68437_2013-14",2,10,86,59,1,89,69
"3033","68437_2014-15",3,2,100,64,2,100,71
"3034","68437_2016-17",1,2,105,52,7,101,66
"3035","68452_2011-12",351,786,7290,3959,792,6431,6747
"3036","68452_2012-13",347,735,7413,3882,835,6465,6747
"3037","68452_2013-14",341,562,7493,3607,894,6325,6572
"3038","68452_2014-15",323,531,7480,3425,890,6192,6457
"3039","68452_2015-16",289,496,7507,3244,907,6048,6395
"3040","68452_2016-17",287,496,7586,3159,926,6041,6413
"3041","68478_2011-12",11442,2829,5902,2234,3265,12277,13395
"3042","68478_2012-13",10799,2834,6267,2280,3748,12170,13758
"3043","68478_2013-14",10630,2882,6871,2521,3449,12331,14022
"3044","68478_2014-15",10233,2997,7739,2692,3396,12597,14460
"3045","68478_2015-16",10012,2906,8295,2809,3418,12798,14642
"3046","68478_2016-17",9833,3029,8921,3093,3694,13227,15343
"3047","68486_2011-12",1,3,39,26,0,39,30
"3048","68486_2012-13",0,4,40,25,3,30,42
"3049","68486_2013-14",0,1,39,22,1,29,34
"3050","68486_2014-15",6,4,68,34,12,55,69
"3051","68486_2015-16",26,10,94,54,18,93,109
"3052","68486_2016-17",14,2,56,27,7,45,61
"3053","68502_2011-12",29,16,605,736,37,702,721
"3054","68502_2012-13",29,14,611,673,37,689,675
"3055","68502_2013-14",28,10,590,668,42,651,687
"3056","68502_2014-15",23,11,626,646,41,663,684
"3057","68502_2015-16",21,7,621,621,46,635,681
"3058","68502_2016-17",23,5,631,598,34,637,654
"3059","68544_2011-12",92,62,178,252,59,321,322
"3060","68544_2012-13",92,36,189,238,62,304,313
"3061","68544_2013-14",77,37,194,225,61,299,295
"3062","68544_2014-15",66,39,208,211,62,284,302
"3063","68544_2015-16",65,41,207,197,62,301,271
"3064","68544_2016-17",80,36,198,220,57,306,285
"3065","68569_2011-12",434,509,1571,1396,391,2125,2176
"3066","68569_2012-13",432,502,1693,1396,390,2229,2184
"3067","68569_2013-14",415,531,1807,1347,405,2282,2223
"3068","68569_2014-15",435,560,1910,1261,419,2278,2307
"3069","68569_2015-16",431,532,1979,1205,414,2256,2305
"3070","68569_2016-17",430,559,2074,1150,404,2287,2330
"3071","68577_2011-12",30,6,530,522,44,567,565
"3072","68577_2012-13",29,9,536,518,43,552,583
"3073","68577_2013-14",26,7,542,488,45,535,573
"3074","68577_2014-15",23,8,574,436,40,513,568
"3075","68577_2015-16",25,10,598,391,39,517,546
"3076","68577_2016-17",23,7,604,351,35,480,540
"3077","68585_2011-12",2358,1095,5341,4013,1145,6761,7191
"3078","68585_2012-13",2312,1050,5439,3875,1099,6593,7182
"3079","68585_2013-14",2283,1071,5610,3700,1103,6621,7146
"3080","68585_2014-15",2283,1035,5695,3566,1161,6601,7139
"3081","68585_2015-16",2283,975,5737,3489,1198,6554,7128
"3082","68585_2016-17",2428,990,5881,3379,1256,6745,7189
"3083","68593_2011-12",741,1012,5071,2958,1108,5256,5634
"3084","68593_2012-13",797,987,5212,2802,1110,5333,5575
"3085","68593_2013-14",810,1017,5436,2660,1068,5346,5645
"3086","68593_2014-15",884,965,5552,2501,1037,5327,5612
"3087","68593_2015-16",922,927,5692,2380,1065,5297,5689
"3088","68593_2016-17",941,885,5828,2296,1129,5318,5761
"3089","68619_2013-14",0,2,35,3,0,23,17
"3090","68619_2014-15",1,2,40,1,1,22,23
"3091","68619_2015-16",1,2,38,3,1,22,23
"3092","68619_2016-17",2,1,33,4,0,20,20
"3093","68627_2011-12",19,58,224,258,25,288,296
"3094","68627_2012-13",77,267,469,731,186,927,803
"3095","68627_2013-14",93,277,595,840,153,1024,934
"3096","68627_2014-15",111,311,757,986,211,1244,1132
"3097","68627_2015-16",143,263,886,969,249,1337,1173
"3098","68627_2016-17",164,282,993,822,273,1294,1240
"3099","68635_2013-14",2,0,35,45,5,38,49
"3100","68635_2014-15",2,0,37,52,7,42,56
"3101","68635_2015-16",2,0,31,42,8,47,36
"3102","68635_2016-17",4,0,44,48,5,50,51
"3103","68650_2011-12",27,26,427,882,64,668,758
"3104","68650_2012-13",37,35,468,918,77,753,782
"3105","68650_2013-14",45,50,545,967,107,833,881
"3106","68650_2014-15",51,61,583,1005,147,960,887
"3107","68650_2015-16",72,71,643,1045,182,1063,950
"3108","68650_2016-17",93,61,706,1078,245,1127,1056
"3109","68676_2011-12",1546,2039,9255,1468,1934,8008,8234
"3110","68676_2012-13",1710,1902,9284,1212,1684,7842,7950
"3111","68676_2013-14",1642,1854,9611,1139,1693,7878,8061
"3112","68676_2014-15",1627,1868,9849,1119,1655,7952,8166
"3113","68676_2015-16",1611,1823,10138,1098,1632,8000,8302
"3114","68676_2016-17",1628,1873,10637,1049,1610,8307,8490
"3115","68700_2011-12",28,48,528,1609,109,1151,1171
"3116","68700_2012-13",27,39,550,1518,108,1108,1134
"3117","68700_2013-14",25,31,557,1458,117,1070,1118
"3118","68700_2014-15",33,38,573,1445,101,1041,1149
"3119","68700_2015-16",35,40,620,1429,104,1086,1142
"3120","68700_2016-17",38,38,631,1402,104,1068,1145
"3121","68726_2011-12",3,1,13,40,2,32,27
"3122","68726_2012-13",4,0,7,46,1,24,34
"3123","68726_2013-14",4,0,7,44,1,21,35
"3124","68759_2011-12",88,53,1965,2915,182,2574,2629
"3125","68759_2012-13",93,45,1965,2896,199,2552,2646
"3126","68759_2013-14",95,48,2049,2799,202,2537,2656
"3127","68759_2014-15",91,41,2071,2747,229,2535,2644
"3128","68759_2015-16",95,44,2047,2736,227,2506,2643
"3129","68759_2016-17",101,41,2074,2668,249,2456,2677
"3130","68791_2011-12",0,0,7,13,1,16,5
"3131","68809_2011-12",117,54,782,2252,203,1642,1766
"3132","68809_2012-13",131,49,822,2234,221,1671,1786
"3133","68809_2013-14",134,42,828,2137,233,1680,1694
"3134","68809_2014-15",141,45,835,2164,246,1694,1737
"3135","68809_2015-16",136,39,864,2111,264,1654,1760
"3136","68809_2016-17",140,37,911,2118,237,1704,1739
"3137","68825_2012-13",0,0,57,39,5,52,49
"3138","68825_2013-14",0,1,62,52,7,61,61
"3139","68825_2014-15",1,1,62,57,3,53,71
"3140","68825_2015-16",1,0,79,68,3,63,88
"3141","68825_2016-17",0,0,88,69,3,73,87
"3142","68833_2012-13",0,1,76,30,5,58,54
"3143","68841_2011-12",15,8,202,915,65,624,581
"3144","68841_2012-13",17,8,226,883,65,620,579
"3145","68841_2013-14",21,6,245,870,83,640,585
"3146","68841_2014-15",21,7,248,885,77,641,597
"3147","68841_2015-16",17,7,218,870,76,585,603
"3148","68841_2016-17",18,8,226,846,70,567,601
"3149","68858_2011-12",19,15,42,25,56,74,83
"3150","68858_2012-13",20,6,32,2,40,45,55
"3151","68858_2013-14",19,6,26,4,26,42,39
"3152","68858_2014-15",10,7,30,2,31,41,39
"3153","68858_2015-16",15,5,34,5,37,47,49
"3154","68858_2016-17",23,4,37,5,32,49,52
"3155","68866_2011-12",160,18,69,349,36,304,328
"3156","68866_2012-13",180,20,72,386,55,336,377
"3157","68866_2013-14",187,15,87,376,61,350,376
"3158","68866_2014-15",173,11,90,378,71,344,379
"3159","68866_2015-16",180,14,85,421,85,365,420
"3160","68866_2016-17",217,16,98,438,99,415,453
"3161","68874_2011-12",19,5,33,32,33,54,68
"3162","68874_2012-13",17,6,29,34,28,44,70
"3163","68874_2013-14",17,3,39,29,25,49,64
"3164","68874_2014-15",22,2,38,24,17,45,58
"3165","68874_2015-16",27,2,32,25,21,45,62
"3166","68874_2016-17",26,3,26,38,19,51,61
"3167","68882_2011-12",115,6,92,314,49,281,295
"3168","68882_2012-13",130,1,116,308,51,307,299
"3169","68882_2013-14",130,3,121,312,68,316,318
"3170","68882_2014-15",135,3,114,332,76,322,338
"3171","68882_2015-16",134,2,98,337,107,326,352
"3172","68882_2016-17",132,3,87,348,109,321,358
"3173","68890_2011-12",38,7,676,716,59,727,769
"3174","68890_2012-13",35,7,689,737,56,737,787
"3175","68890_2013-14",25,7,692,734,67,750,775
"3176","68890_2014-15",22,7,727,706,67,743,786
"3177","68890_2015-16",29,9,759,705,80,756,826
"3178","68890_2016-17",26,8,777,673,75,754,805
"3179","68908_2011-12",94,0,7,226,13,175,165
"3180","68908_2012-13",108,0,6,237,11,185,177
"3181","68908_2013-14",116,0,11,240,6,186,187
"3182","68908_2014-15",104,2,11,228,12,173,184
"3183","68908_2015-16",91,1,9,239,21,173,188
"3184","68908_2016-17",93,1,11,248,20,176,197
"3185","68916_2011-12",262,159,578,420,726,1046,1099
"3186","68916_2012-13",269,102,492,355,666,954,930
"3187","68916_2013-14",251,87,552,340,696,942,984
"3188","68916_2014-15",245,74,559,346,660,935,949
"3189","68916_2015-16",259,62,598,325,687,969,962
"3190","68916_2016-17",249,57,601,303,725,998,937
"3191","68924_2011-12",674,167,1392,813,1923,2372,2597
"3192","68924_2012-13",652,133,1397,719,1969,2337,2533
"3193","68924_2013-14",672,126,1351,684,1931,2280,2484
"3194","68924_2014-15",710,122,1406,718,1950,2358,2548
"3195","68924_2015-16",728,116,1390,731,1961,2301,2625
"3196","68924_2016-17",718,99,1367,750,1928,2254,2608
"3197","68932_2011-12",39,17,181,312,169,371,347
"3198","68932_2012-13",35,14,192,314,176,343,388
"3199","68932_2013-14",39,14,170,312,175,323,387
"3200","68932_2014-15",34,12,166,309,173,343,351
"3201","68932_2015-16",30,10,174,336,179,366,363
"3202","68932_2016-17",47,11,179,315,163,354,361
"3203","68940_2012-13",1,1,106,43,3,62,92
"3204","68957_2011-12",28,4,29,186,17,131,133
"3205","68957_2012-13",40,2,20,195,16,119,154
"3206","68957_2013-14",37,1,26,212,4,124,156
"3207","68957_2014-15",27,4,32,184,34,135,146
"3208","68957_2015-16",38,3,36,168,30,139,136
"3209","68957_2016-17",32,6,41,177,52,149,159
"3210","68965_2011-12",22,13,62,317,52,212,254
"3211","68965_2012-13",36,13,69,335,74,251,276
"3212","68965_2013-14",44,14,72,387,77,284,310
"3213","68965_2014-15",44,11,79,357,82,278,295
"3214","68965_2015-16",38,9,89,346,92,297,277
"3215","68965_2016-17",55,9,98,403,70,316,319
"3216","68973_2011-12",256,10,111,122,73,285,287
"3217","68973_2012-13",255,9,110,128,88,293,297
"3218","68973_2013-14",269,9,113,114,103,297,311
"3219","68973_2014-15",257,8,122,120,108,289,326
"3220","68973_2015-16",224,3,128,127,95,280,297
"3221","68973_2016-17",238,6,108,121,77,280,270
"3222","68981_2011-12",5,1,14,124,5,81,68
"3223","68981_2012-13",5,1,13,123,4,70,76
"3224","68981_2013-14",10,2,12,103,6,55,78
"3225","68981_2014-15",10,2,13,89,8,63,59
"3226","68981_2015-16",11,2,15,97,17,65,77
"3227","68981_2016-17",10,2,22,112,17,73,90
"3228","68999_2011-12",12,121,847,6,118,554,550
"3229","68999_2012-13",8,80,678,3,91,424,436
"3230","68999_2013-14",4,68,685,3,90,419,431
"3231","68999_2014-15",5,81,851,6,97,489,551
"3232","68999_2015-16",4,83,842,6,87,494,528
"3233","68999_2016-17",5,74,786,4,82,423,528
"3234","69005_2011-12",48,30,1261,411,86,931,905
"3235","69005_2012-13",53,33,1370,400,73,975,954
"3236","69005_2013-14",57,28,1371,359,73,924,964
"3237","69005_2014-15",49,27,1365,359,67,900,967
"3238","69005_2015-16",41,26,1445,386,76,962,1012
"3239","69005_2016-17",50,27,1411,394,90,937,1035
"3240","69013_2011-12",36,16,208,131,86,214,263
"3241","69013_2012-13",43,9,260,128,101,237,304
"3242","69013_2013-14",61,7,258,127,119,253,319
"3243","69013_2014-15",57,7,266,117,140,282,305
"3244","69013_2015-16",53,7,266,117,132,288,287
"3245","69013_2016-17",67,11,212,118,128,263,273
"3246","69021_2011-12",67,10,121,473,29,324,376
"3247","69021_2012-13",46,1,114,439,79,306,373
"3248","69021_2013-14",43,2,99,427,83,311,343
"3249","69021_2014-15",58,4,109,447,82,358,342
"3250","69021_2015-16",68,2,105,463,96,375,359
"3251","69021_2016-17",71,7,120,468,102,380,388
"3252","69039_2011-12",442,49,727,675,269,972,1190
"3253","69039_2012-13",464,51,730,661,270,1028,1148
"3254","69039_2013-14",488,67,737,647,280,1046,1173
"3255","69039_2014-15",469,48,787,617,320,1089,1152
"3256","69039_2015-16",538,28,832,665,309,1169,1203
"3257","69039_2016-17",575,21,816,716,320,1209,1239
"3258","69047_2011-12",1780,130,2443,2494,1400,4103,4144
"3259","69047_2012-13",1837,105,2405,2455,1442,4006,4238
"3260","69047_2013-14",1777,94,2396,2475,1421,3975,4188
"3261","69047_2014-15",1832,100,2516,2482,1391,4042,4279
"3262","69047_2015-16",1931,86,2589,2530,1490,4146,4480
"3263","69047_2016-17",1976,87,2847,2634,1560,4390,4714
"3264","69062_2011-12",532,353,4095,3115,852,4394,4553
"3265","69062_2012-13",561,316,4311,3355,704,4576,4671
"3266","69062_2013-14",511,262,4594,3101,925,4614,4779
"3267","69062_2014-15",606,262,4600,3321,904,4765,4928
"3268","69062_2015-16",655,251,4572,3391,893,4797,4965
"3269","69062_2016-17",718,255,4578,3515,845,4868,5043
